source,target
펄어비스의 부채는 총 얼마야?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '펄어비스') and (class2 = '부채총계')"
삼성SDI의 자산총계를 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '삼성SDI') and (class2 = '자산총계')"
삼성SDI년도 2022의 자산을 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = '삼성SDI1231' and company = '2022' and class2 = '자산총계'"
에코프로비엠의 주식 최고가는 얼마야?,"Select company, stck_bsop_date, stck_hgpr from StockDailyData where company = '에코프로비엠'"
펄어비스년도 2018의 자산을 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = '펄어비스1231' and company = '2018' and class2 = '자산총계'"
엘앤에프년도 기준으로 2021의 부채는 얼마야?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = '엘앤에프1231' and company = '2021' and class2 = '부채총계'"
삼성바이오로직스의 자산 보유랑을 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '삼성바이오로직스') and (class2 = '자산총계')"
엘앤에프 주식의 변화량을 알려줘,"Select company, stck_bsop_date, stck_oprc, stcl_hgpr, stck_lwpr from StockDailyData where company = '엘앤에프'"
펄어비스년도 2019의 자산을 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = '펄어비스1231' and company = '2019' and class2 = '자산총계'"
SK하이닉스의 총 자산은 얼마냐?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = 'SK하이닉스') and (class2 = '자산총계')"
엘앤에프의 주식 시가를 알려줘,"Select company, stck_bsop_date, stck_oprc from StockDailyData where company = '엘앤에프'"
에코프로비엠년도 2017의 부채를 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = '에코프로비엠1231' and company = '2017' and class2 = '부채총계'"
삼성SDI년도부터 2021의 부채를 보여줘?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = '삼성SDI1231' and company = '2021' and class2 = '부채총계'"
삼성SDI의 자산총계를 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '삼성SDI') and (class2 = '자산총계')"
삼성SDI의 부채는 얼마나 돼?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '삼성SDI') and (class2 = '부채총계')"
네이버년도 기준으로 2017의 자산은 얼마야?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = '네이버1231' and company = '2017' and class2 = '자산총계'"
네이버의 자산 보유랑을 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '네이버') and (class2 = '자산총계')"
삼성SDI년도 기준으로 2017의 자산은 얼마야?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = '삼성SDI1231' and company = '2017' and class2 = '자산총계'"
네이버년도 기준으로 2017의 자산은 얼마야?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = '네이버1231' and company = '2017' and class2 = '자산총계'"
JYP의 주식 시가를 알려줘,"Select company, stck_bsop_date, stck_oprc from StockDailyData where company = 'JYP'"
카카오의 부채를 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '카카오') and (class2 = '부채총계')"
엘앤에프년도 기준으로 2021의 자산은 얼마야?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = '엘앤에프1231' and company = '2021' and class2 = '자산총계'"
네이버 주식의 변화량을 알려줘,"Select company, stck_bsop_date, stck_oprc, stcl_hgpr, stck_lwpr from StockDailyData where company = '네이버'"
에코프로비엠년도 기준으로 2021의 자산은 얼마야?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = '에코프로비엠1231' and company = '2021' and class2 = '자산총계'"
엘앤에프의 자산 보유랑을 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '엘앤에프') and (class2 = '자산총계')"
SK하이닉스년도 2016의 부채를 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = 'SK하이닉스1231' and company = '2016' and class2 = '부채총계'"
에코프로의 자산총계를 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '에코프로') and (class2 = '자산총계')"
SK하이닉스년도부터 2016의 부채를 보여줘?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = 'SK하이닉스1231' and company = '2016' and class2 = '부채총계'"
네이버년도부터 2018의 자산를 보여줘?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = '네이버1231' and company = '2018' and class2 = '자산총계'"
펄어비스의 주식 최고가는 얼마야?,"Select company, stck_bsop_date, stck_hgpr from StockDailyData where company = '펄어비스'"
네이버의 자산총계를 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '네이버') and (class2 = '자산총계')"
SK하이닉스년도 기준으로 2020의 자산은 얼마야?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = 'SK하이닉스1231' and company = '2020' and class2 = '자산총계'"
JYP의 총 자산은 얼마냐?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = 'JYP') and (class2 = '자산총계')"
네이버의 부채를 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '네이버') and (class2 = '부채총계')"
JYP의 주식 최고가는 얼마야?,"Select company, stck_bsop_date, stck_hgpr from StockDailyData where company = 'JYP'"
삼성바이오로직스의 주식 최고가는 얼마야?,"Select company, stck_bsop_date, stck_hgpr from StockDailyData where company = '삼성바이오로직스'"
에코프로의 자산는 총 얼마야?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '에코프로') and (class2 = '자산총계')"
삼성바이오로직스년도 2018의 자산을 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = '삼성바이오로직스1231' and company = '2018' and class2 = '자산총계'"
네이버의 자산 보유랑을 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '네이버') and (class2 = '자산총계')"
네이버년도부터 2017의 자산를 보여줘?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = '네이버1231' and company = '2017' and class2 = '자산총계'"
SK하이닉스 주식의 변화량을 알려줘,"Select company, stck_bsop_date, stck_oprc, stcl_hgpr, stck_lwpr from StockDailyData where company = 'SK하이닉스'"
삼성바이오로직스년도 기준으로 2020의 부채는 얼마야?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = '삼성바이오로직스1231' and company = '2020' and class2 = '부채총계'"
네이버의 주식 최고가는 얼마야?,"Select company, stck_bsop_date, stck_hgpr from StockDailyData where company = '네이버'"
펄어비스의 총 자산은 얼마냐?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '펄어비스') and (class2 = '자산총계')"
에코프로비엠년도 2016의 부채를 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = '에코프로비엠1231' and company = '2016' and class2 = '부채총계'"
에코프로비엠 주식의 변화량을 알려줘,"Select company, stck_bsop_date, stck_oprc, stcl_hgpr, stck_lwpr from StockDailyData where company = '에코프로비엠'"
SK하이닉스년도부터 2018의 부채를 보여줘?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = 'SK하이닉스1231' and company = '2018' and class2 = '부채총계'"
네이버의 부채는 총 얼마야?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '네이버') and (class2 = '부채총계')"
삼성바이오로직스년도부터 2016의 부채를 보여줘?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = '삼성바이오로직스1231' and company = '2016' and class2 = '부채총계'"
JYP의 자산 보유랑을 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = 'JYP') and (class2 = '자산총계')"
삼성SDI의 부채는 총 얼마야?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '삼성SDI') and (class2 = '부채총계')"
펄어비스 주식의 변화량을 알려줘,"Select company, stck_bsop_date, stck_oprc, stcl_hgpr, stck_lwpr from StockDailyData where company = '펄어비스'"
카카오의 주식 최고가는 얼마야?,"Select company, stck_bsop_date, stck_hgpr from StockDailyData where company = '카카오'"
삼성SDI년도 2018의 부채를 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = '삼성SDI1231' and company = '2018' and class2 = '부채총계'"
삼성바이오로직스의 부채는 총 얼마야?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '삼성바이오로직스') and (class2 = '부채총계')"
엘앤에프년도부터 2018의 부채를 보여줘?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = '엘앤에프1231' and company = '2018' and class2 = '부채총계'"
삼성바이오로직스의 부채는 총 얼마야?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '삼성바이오로직스') and (class2 = '부채총계')"
엘앤에프년도 2022의 자산을 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = '엘앤에프1231' and company = '2022' and class2 = '자산총계'"
에코프로비엠의 최근 주식 시가는 얼마야?,"Select company, stck_bsop_date, stck_oprc from StockDailyData where company = '에코프로비엠'"
삼성바이오로직스의 주식 시가를 알려줘,"Select company, stck_bsop_date, stck_oprc from StockDailyData where company = '삼성바이오로직스'"
SK하이닉스의 최근 주식 시가는 얼마야?,"Select company, stck_bsop_date, stck_oprc from StockDailyData where company = 'SK하이닉스'"
JYP의 부채는 총 얼마야?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = 'JYP') and (class2 = '부채총계')"
에코프로년도 2017의 부채를 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = '에코프로1231' and company = '2017' and class2 = '부채총계'"
에코프로의 최근 주식 시가는 얼마야?,"Select company, stck_bsop_date, stck_oprc from StockDailyData where company = '에코프로'"
삼성바이오로직스의 부채를 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '삼성바이오로직스') and (class2 = '부채총계')"
에코프로의 부채총계를 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '에코프로') and (class2 = '부채총계')"
JYP의 총 자산은 얼마냐?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = 'JYP') and (class2 = '자산총계')"
카카오의 부채총계를 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '카카오') and (class2 = '부채총계')"
삼성바이오로직스년도부터 2022의 자산를 보여줘?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = '삼성바이오로직스1231' and company = '2022' and class2 = '자산총계'"
펄어비스의 자산는 총 얼마야?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '펄어비스') and (class2 = '자산총계')"
네이버년도부터 2021의 자산를 보여줘?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = '네이버1231' and company = '2021' and class2 = '자산총계'"
삼성바이오로직스의 부채총계를 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '삼성바이오로직스') and (class2 = '부채총계')"
엘앤에프의 주식 최고가는 얼마야?,"Select company, stck_bsop_date, stck_hgpr from StockDailyData where company = '엘앤에프'"
에코프로년도 2020의 자산을 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = '에코프로1231' and company = '2020' and class2 = '자산총계'"
펄어비스의 자산는 총 얼마야?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '펄어비스') and (class2 = '자산총계')"
삼성SDI의 자산총계를 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '삼성SDI') and (class2 = '자산총계')"
JYP년도부터 2016의 자산를 보여줘?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = 'JYP1231' and company = '2016' and class2 = '자산총계'"
에코프로비엠의 자산총계를 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '에코프로비엠') and (class2 = '자산총계')"
엘앤에프의 부채는 얼마나 돼?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '엘앤에프') and (class2 = '부채총계')"
삼성SDI의 부채를 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '삼성SDI') and (class2 = '부채총계')"
카카오의 부채를 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '카카오') and (class2 = '부채총계')"
엘앤에프의 주식 시가를 알려줘,"Select company, stck_bsop_date, stck_oprc from StockDailyData where company = '엘앤에프'"
SK하이닉스의 자산총계를 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = 'SK하이닉스') and (class2 = '자산총계')"
삼성바이오로직스년도 2017의 자산을 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = '삼성바이오로직스1231' and company = '2017' and class2 = '자산총계'"
펄어비스의 부채는 얼마나 돼?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '펄어비스') and (class2 = '부채총계')"
엘앤에프의 주식 최저가는 얼마야?,"Select company, stck_bsop_date, stck_lwpr from StockDailyData where company = '엘앤에프'"
카카오년도 기준으로 2022의 자산은 얼마야?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = '카카오1231' and company = '2022' and class2 = '자산총계'"
엘앤에프의 자산 보유랑을 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '엘앤에프') and (class2 = '자산총계')"
에코프로비엠의 자산는 총 얼마야?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '에코프로비엠') and (class2 = '자산총계')"
에코프로비엠년도 2019의 부채를 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = '에코프로비엠1231' and company = '2019' and class2 = '부채총계'"
펄어비스 주식의 변화량을 알려줘,"Select company, stck_bsop_date, stck_oprc, stcl_hgpr, stck_lwpr from StockDailyData where company = '펄어비스'"
펄어비스년도 2019의 자산을 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = '펄어비스1231' and company = '2019' and class2 = '자산총계'"
에코프로의 총 자산은 얼마냐?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '에코프로') and (class2 = '자산총계')"
네이버의 주식 최저가는 얼마야?,"Select company, stck_bsop_date, stck_lwpr from StockDailyData where company = '네이버'"
펄어비스의 자산 보유랑을 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '펄어비스') and (class2 = '자산총계')"
JYP년도 기준으로 2020의 자산은 얼마야?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = 'JYP1231' and company = '2020' and class2 = '자산총계'"
JYP의 자산총계를 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = 'JYP') and (class2 = '자산총계')"
삼성바이오로직스년도 2022의 자산을 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = '삼성바이오로직스1231' and company = '2022' and class2 = '자산총계'"
펄어비스의 부채를 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '펄어비스') and (class2 = '부채총계')"
네이버의 총 자산은 얼마냐?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '네이버') and (class2 = '자산총계')"
에코프로년도부터 2016의 자산를 보여줘?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = '에코프로1231' and company = '2016' and class2 = '자산총계'"
SK하이닉스년도 2018의 부채를 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = 'SK하이닉스1231' and company = '2018' and class2 = '부채총계'"
에코프로비엠의 최근 주식 시가는 얼마야?,"Select company, stck_bsop_date, stck_oprc from StockDailyData where company = '에코프로비엠'"
에코프로의 자산는 총 얼마야?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '에코프로') and (class2 = '자산총계')"
에코프로비엠의 주식 최저가는 얼마야?,"Select company, stck_bsop_date, stck_lwpr from StockDailyData where company = '에코프로비엠'"
에코프로년도 기준으로 2022의 자산은 얼마야?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = '에코프로1231' and company = '2022' and class2 = '자산총계'"
카카오의 최근 주식 시가는 얼마야?,"Select company, stck_bsop_date, stck_oprc from StockDailyData where company = '카카오'"
에코프로비엠의 최근 주식 시가는 얼마야?,"Select company, stck_bsop_date, stck_oprc from StockDailyData where company = '에코프로비엠'"
엘앤에프년도 기준으로 2019의 부채는 얼마야?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = '엘앤에프1231' and company = '2019' and class2 = '부채총계'"
에코프로비엠의 부채는 얼마나 돼?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '에코프로비엠') and (class2 = '부채총계')"
에코프로비엠의 부채는 총 얼마야?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '에코프로비엠') and (class2 = '부채총계')"
삼성바이오로직스년도 기준으로 2022의 부채는 얼마야?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = '삼성바이오로직스1231' and company = '2022' and class2 = '부채총계'"
JYP의 총 자산은 얼마냐?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = 'JYP') and (class2 = '자산총계')"
삼성SDI의 부채총계를 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '삼성SDI') and (class2 = '부채총계')"
SK하이닉스의 부채를 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = 'SK하이닉스') and (class2 = '부채총계')"
펄어비스의 최근 주식 시가는 얼마야?,"Select company, stck_bsop_date, stck_oprc from StockDailyData where company = '펄어비스'"
삼성바이오로직스의 부채를 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '삼성바이오로직스') and (class2 = '부채총계')"
에코프로의 최근 주식 시가는 얼마야?,"Select company, stck_bsop_date, stck_oprc from StockDailyData where company = '에코프로'"
에코프로년도부터 2022의 부채를 보여줘?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = '에코프로1231' and company = '2022' and class2 = '부채총계'"
엘앤에프의 최근 주식 시가는 얼마야?,"Select company, stck_bsop_date, stck_oprc from StockDailyData where company = '엘앤에프'"
엘앤에프의 부채는 얼마나 돼?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '엘앤에프') and (class2 = '부채총계')"
네이버의 부채를 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '네이버') and (class2 = '부채총계')"
SK하이닉스년도 기준으로 2021의 자산은 얼마야?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = 'SK하이닉스1231' and company = '2021' and class2 = '자산총계'"
엘앤에프의 부채는 얼마나 돼?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '엘앤에프') and (class2 = '부채총계')"
JYP년도부터 2022의 자산를 보여줘?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = 'JYP1231' and company = '2022' and class2 = '자산총계'"
네이버의 주식 최저가는 얼마야?,"Select company, stck_bsop_date, stck_lwpr from StockDailyData where company = '네이버'"
삼성바이오로직스의 자산 보유랑을 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '삼성바이오로직스') and (class2 = '자산총계')"
삼성바이오로직스년도부터 2017의 자산를 보여줘?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = '삼성바이오로직스1231' and company = '2017' and class2 = '자산총계'"
에코프로비엠의 자산총계를 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '에코프로비엠') and (class2 = '자산총계')"
펄어비스의 주식 시가를 알려줘,"Select company, stck_bsop_date, stck_oprc from StockDailyData where company = '펄어비스'"
SK하이닉스의 주식 시가를 알려줘,"Select company, stck_bsop_date, stck_oprc from StockDailyData where company = 'SK하이닉스'"
삼성SDI의 자산총계를 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '삼성SDI') and (class2 = '자산총계')"
삼성바이오로직스년도 2016의 부채를 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = '삼성바이오로직스1231' and company = '2016' and class2 = '부채총계'"
엘앤에프의 부채는 얼마나 돼?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '엘앤에프') and (class2 = '부채총계')"
JYP의 주식 최저가는 얼마야?,"Select company, stck_bsop_date, stck_lwpr from StockDailyData where company = 'JYP'"
카카오의 부채는 총 얼마야?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '카카오') and (class2 = '부채총계')"
SK하이닉스의 자산총계를 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = 'SK하이닉스') and (class2 = '자산총계')"
펄어비스년도부터 2018의 자산를 보여줘?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = '펄어비스1231' and company = '2018' and class2 = '자산총계'"
카카오년도 2019의 부채를 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = '카카오1231' and company = '2019' and class2 = '부채총계'"
에코프로년도 기준으로 2016의 부채는 얼마야?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = '에코프로1231' and company = '2016' and class2 = '부채총계'"
에코프로의 부채를 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '에코프로') and (class2 = '부채총계')"
카카오년도 2021의 부채를 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = '카카오1231' and company = '2021' and class2 = '부채총계'"
에코프로비엠년도부터 2016의 부채를 보여줘?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = '에코프로비엠1231' and company = '2016' and class2 = '부채총계'"
에코프로비엠년도 기준으로 2019의 부채는 얼마야?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = '에코프로비엠1231' and company = '2019' and class2 = '부채총계'"
네이버의 자산총계를 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '네이버') and (class2 = '자산총계')"
카카오의 부채총계를 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '카카오') and (class2 = '부채총계')"
네이버의 최근 주식 시가는 얼마야?,"Select company, stck_bsop_date, stck_oprc from StockDailyData where company = '네이버'"
삼성SDI년도부터 2017의 부채를 보여줘?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = '삼성SDI1231' and company = '2017' and class2 = '부채총계'"
카카오의 자산총계를 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '카카오') and (class2 = '자산총계')"
펄어비스의 최근 주식 시가는 얼마야?,"Select company, stck_bsop_date, stck_oprc from StockDailyData where company = '펄어비스'"
에코프로의 부채는 얼마나 돼?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '에코프로') and (class2 = '부채총계')"
에코프로의 부채는 총 얼마야?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '에코프로') and (class2 = '부채총계')"
삼성바이오로직스의 주식 시가를 알려줘,"Select company, stck_bsop_date, stck_oprc from StockDailyData where company = '삼성바이오로직스'"
엘앤에프년도 2020의 부채를 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = '엘앤에프1231' and company = '2020' and class2 = '부채총계'"
에코프로의 총 자산은 얼마냐?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '에코프로') and (class2 = '자산총계')"
에코프로비엠년도 기준으로 2018의 자산은 얼마야?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = '에코프로비엠1231' and company = '2018' and class2 = '자산총계'"
JYP의 부채는 총 얼마야?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = 'JYP') and (class2 = '부채총계')"
삼성SDI의 주식 시가를 알려줘,"Select company, stck_bsop_date, stck_oprc from StockDailyData where company = '삼성SDI'"
에코프로년도부터 2021의 자산를 보여줘?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = '에코프로1231' and company = '2021' and class2 = '자산총계'"
네이버의 자산는 총 얼마야?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '네이버') and (class2 = '자산총계')"
카카오의 부채를 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '카카오') and (class2 = '부채총계')"
에코프로년도부터 2022의 자산를 보여줘?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = '에코프로1231' and company = '2022' and class2 = '자산총계'"
펄어비스년도 2019의 자산을 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = '펄어비스1231' and company = '2019' and class2 = '자산총계'"
삼성SDI년도 2021의 자산을 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = '삼성SDI1231' and company = '2021' and class2 = '자산총계'"
카카오의 자산 보유랑을 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '카카오') and (class2 = '자산총계')"
엘앤에프의 최근 주식 시가는 얼마야?,"Select company, stck_bsop_date, stck_oprc from StockDailyData where company = '엘앤에프'"
에코프로비엠의 최근 주식 시가는 얼마야?,"Select company, stck_bsop_date, stck_oprc from StockDailyData where company = '에코프로비엠'"
엘앤에프년도 2022의 자산을 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = '엘앤에프1231' and company = '2022' and class2 = '자산총계'"
엘앤에프의 주식 최고가는 얼마야?,"Select company, stck_bsop_date, stck_hgpr from StockDailyData where company = '엘앤에프'"
에코프로비엠의 주식 최저가는 얼마야?,"Select company, stck_bsop_date, stck_lwpr from StockDailyData where company = '에코프로비엠'"
SK하이닉스의 자산총계를 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = 'SK하이닉스') and (class2 = '자산총계')"
펄어비스의 주식 최저가는 얼마야?,"Select company, stck_bsop_date, stck_lwpr from StockDailyData where company = '펄어비스'"
네이버의 주식 최저가는 얼마야?,"Select company, stck_bsop_date, stck_lwpr from StockDailyData where company = '네이버'"
펄어비스 주식의 변화량을 알려줘,"Select company, stck_bsop_date, stck_oprc, stcl_hgpr, stck_lwpr from StockDailyData where company = '펄어비스'"
에코프로비엠의 부채는 총 얼마야?,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '에코프로비엠') and (class2 = '부채총계')"
JYP년도 2017의 부채를 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE DATE = 'JYP1231' and company = '2017' and class2 = '부채총계'"
삼성SDI의 부채를 알려줘,"Select finance_statement, class2, Date, company FROM AnnualFinanceStatement WHERE (company = '삼성SDI') and (class2 = '부채총계')"
